0.000000000000000000e+00 2.476947637764882748e-01 3.824631080445261677e+00 8.640996732485360932e-01 9.809363471940210633e-02 2.158126621096143616e+00 2.261038972802627356e+01 8.710541271697678667e+00 1.784361873141778743e+00 3.496972956261555687e+00 4.956134569012660140e-01 1.585909578348226212e+00 2.014332244943551065e-01 3.330037405608366896e+01 5.970580827040073979e-01 2.666666666666666630e-01 6.257979032265674313e+00 6.587782745156794961e-01 2.432993346935396595e+00 1.004483956284246027e+00 3.225312803696430475e+00 5.235661762736681935e-01 6.306926046619901527e+00 2.778656390028325429e+00 2.222222222222222307e-02 3.650549720032305157e+00 2.757717891917441655e+00 5.005980428728460829e+00 2.905068991575612003e+01 2.069955978854189027e+01 4.444444444444444614e-02 5.446635760375865276e-01 2.971499747601202834e+00 4.066222451935490589e+00 8.888888888888889228e-02 1.555555555555555580e-01 3.923745388776085363e-01 1.203158569416243329e-01 0.000000000000000000e+00 1.203158569416243329e-01 7.456261392185903336e-01 9.809363471940210633e-02 9.804979870535439623e-01 2.888888888888888618e-01 2.222222222222222307e-02 2.000000000000000111e-01 0.000000000000000000e+00 2.530867790458057320e-01 6.666666666666666574e-02 5.099862886528072625e-01 2.222222222222222307e-02 0.000000000000000000e+00 4.444444444444444614e-02 1.333333333333333315e-01 5.941072435725198719e-01 4.696791758691434837e-01 6.189557038266447764e-01 1.978958120923071329e+00 0.000000000000000000e+00 1.869825236082910125e-01 1.152874116779812885e+00 1.754154739948982078e+00 5.414132567055427447e-01 6.435411258772127940e-01 0.000000000000000000e+00 0.000000000000000000e+00 9.809363471940210633e-02 3.647603013860687970e-01
2.476947637764882748e-01 0.000000000000000000e+00 4.695457109890801561e+00 1.425380791638465594e-01 6.628377370419373804e-01 5.975173967246466544e-01 8.327328719218620723e-01 6.811928112300362770e-01 8.497702385103430345e+00 3.680106207181125799e-01 3.925676171997370734e+00 5.485087872708340750e-01 1.028004046674702110e+01 7.091502020176959631e-01 2.508523383746095181e+00 3.559246174951072206e+00 6.048572362332559571e+00 2.108968318522360441e+00 4.450380290722502963e+00 2.222222222222222099e-01 1.381562723002827786e+00 1.852455858692363577e+01 3.065244450653888730e+00 1.062063906780316458e+01 2.260188759058112851e+01 1.125029834947851803e+01 4.268360165132084205e+01 2.502782908765909919e+00 8.094100506580516052e-01 1.005853837292158381e+00 3.024696433694265885e+00 2.406317138832486657e-01 1.111111111111111049e-01 5.429241706257615263e+00 6.071224016819726926e-02 9.508161417233043977e+00 4.444977132396910058e+00 1.111111111111111049e-01 0.000000000000000000e+00 1.111111111111111049e-01 9.707739724983099894e-01 1.555555555555555580e-01 8.499988015360464555e-01 1.111111111111111049e-01 1.447760715570937995e+00 6.666666666666666574e-02 4.732699579328705219e+00 4.812634277664973315e-01 6.666666666666666574e-02 1.721501952441349292e+00 3.228184108875837399e+00 1.185770885549992215e+00 2.060011747996526754e+00 9.809363471940210633e-02 7.408508454763906848e-01 3.069008761537096674e+00 2.511262723481642922e+00 1.771381248272046793e+00 3.526292954091471366e+00 6.642285109720702962e+00 1.361924184437180152e+01 1.126816578150696024e+00 2.850761583276931743e-01 7.645980421087685830e-01 2.239530495819658906e+00 0.000000000000000000e+00 4.444444444444444614e-02 1.403046525742258410e+00
3.824631080445261677e+00 4.695457109890801561e+00 0.000000000000000000e+00 1.003958873319946488e+00 1.295206027721375608e-01 4.923820585571062836e+00 1.626290760543262692e+01 9.828164305557875124e+00 1.306171267242147938e+00 4.970942045317871205e+00 2.464258499670369584e+00 1.337787596752712194e+00 6.307728069077831456e-01 9.997352967565010573e+00 8.870279414564593568e-01 2.375442181195865476e+00 3.454836416847432901e+01 2.646285509336677944e+00 8.755009900182731286e+00 6.518158963737352707e-01 1.491704085261000401e+01 2.670350609662254904e+00 5.464681444027625190e+01 4.566641845729947136e+00 6.880635466311413317e-01 5.174953356744002519e+01 5.795294041375527883e+01 1.273226895981728823e+01 5.635898677181033101e+00 1.279927952163423832e+01 5.877526651221988141e-01 3.380168771597323318e-01 1.480332118467296398e+00 1.199345024550138206e+01 4.400693026540967723e-01 6.337011710402922660e+00 1.182362003188946886e+01 1.425380791638465594e-01 2.222222222222222307e-02 3.295206027721375719e-01 2.603978848567273463e+00 1.181900080324548519e+00 1.259978623196273073e+00 3.013439540514459836e-01 2.975312234902501851e-01 7.587141249717989366e-02 5.522620937190806378e-01 1.339590704490548623e+00 2.536491902749576921e-01 3.167551558844305948e+00 6.186312695333101352e+00 8.176848211545743039e-01 2.614816019853585694e+00 6.666666666666666574e-02 2.279538799488887602e+00 3.886483791056217996e+00 7.716943664446403339e+00 3.427050741720035987e+00 7.851492297070686854e-01 7.462213491743563409e+00 1.900218373722923104e+01 2.842788448940529289e+00 8.196804568780813316e-01 2.339618132057495803e+00 3.739650472165820250e-01 0.000000000000000000e+00 2.000000000000000111e-01 1.970748917125670685e+00
8.640996732485360932e-01 1.425380791638465594e-01 1.003958873319946488e+00 0.000000000000000000e+00 1.872603015170508867e+00 6.282169657711170530e+00 6.150149751232979689e+00 4.189771217004670589e+00 8.448183726041690988e+00 3.307318036326516619e+01 3.235661762736681824e-01 2.468476436391830475e+01 5.785025308292143231e-01 3.669249901759865207e+00 5.525728091957614829e+00 1.425380791638465594e-01 5.793570624858994655e-01 1.203158569416243329e-01 8.888888888888889228e-02 5.672304790942977348e+01 4.908683255488622832e-01 3.750736706113522168e-01 8.964064010319461318e-01 2.472148092903160332e+01 1.143614304431549433e-01 9.117189933477184427e-01 8.090853423835054903e-01 4.277246315902988272e+01 4.606357521954071998e+00 1.234819863712069976e+00 4.444444444444444614e-02 9.699620379286723049e-01 8.147903527164506166e-01 3.841764486195098804e+00 1.647603013860687859e-01 2.000000000000000111e-01 4.444444444444444614e-02 6.216804525166486073e+00 4.953895275529765496e-01 2.300309387817675688e+00 3.177449227471462745e+00 1.549919231521143637e+00 3.973814324190240832e+00 6.331847241063394804e+00 1.333333333333333315e-01 4.899206138434221813e+00 2.222222222222222307e-02 1.158199503888745374e+00 1.298906821783547771e+00 1.425380791638465594e-01 6.666666666666666574e-02 0.000000000000000000e+00 0.000000000000000000e+00 5.261356012179050801e+00 1.777777777777777846e-01 3.387253486026508553e-01 1.869825236082910125e-01 7.386590386618508752e+00 0.000000000000000000e+00 3.142696805273544752e-02 6.334064047127089259e-01 8.353622758358058675e+00 1.404809995742314133e+00 2.883264776597369572e-01 2.222222222222222307e-02 1.425380791638465594e-01 1.333333333333333315e-01 1.462787470613902574e+00
9.809363471940210633e-02 6.628377370419373804e-01 1.295206027721375608e-01 1.872603015170508867e+00 0.000000000000000000e+00 1.027381198778347837e+01 1.260539164827119807e+00 1.965401534168876863e+00 3.668926667599323732e+00 2.272842466020163599e+00 1.869825236082910125e-01 4.336916110758060938e+00 8.942572802409833876e-01 7.611553011096289234e-01 1.274758368880838866e+01 1.839537081673192631e-01 1.739650472165819861e-01 6.666666666666666574e-02 9.809363471940210633e-02 1.833302935154593971e+00 3.027771785458010512e-01 1.338921706964717018e+00 7.178494508300979904e-01 3.986444519217352767e+00 5.190449742695538715e-01 3.165031263804285455e-01 1.448009270077868837e+00 2.475934646050831578e+00 1.571887725238987787e+00 3.045942733834897664e-01 2.222222222222222307e-02 8.576060031268351480e+00 1.425380791638465594e-01 1.031196207746585536e+01 0.000000000000000000e+00 6.666666666666666574e-02 2.222222222222222307e-02 6.657633480994350483e-01 4.187064392294042037e-01 2.406317138832486657e-01 1.517428249943597873e-01 9.809363471940210633e-02 5.181579619408170911e-01 6.666504676031330678e-01 0.000000000000000000e+00 9.880471872333589367e-01 6.666666666666666574e-02 1.111111111111111049e-01 6.658413244089190774e-01 1.333333333333333315e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.222222222222222307e-02 6.069460719034492913e-01 2.975312234902501296e-01 1.496011290570861407e-01 2.588951453305085582e-01 1.102766894027651379e+00 2.222222222222222307e-02 4.444444444444444614e-02 2.406317138832486657e-01 9.798188845087401067e-01 4.444444444444444614e-02 7.587141249717989366e-02 0.000000000000000000e+00 2.222222222222222307e-02 0.000000000000000000e+00 8.888888888888889228e-02
2.158126621096143616e+00 5.975173967246466544e-01 4.923820585571062836e+00 6.282169657711170530e+00 1.027381198778347837e+01 0.000000000000000000e+00 2.000434537215572561e+01 3.732160805659684399e+01 5.447028317287696986e+00 4.958297851945278012e+01 1.415092345998023804e+00 3.807204128945863175e+01 2.341859375002057764e+00 1.001287513574404819e+01 1.765551468848415695e+01 1.777777777777777846e-01 3.408830133892463365e+00 8.334492605430012802e-01 1.329504201115596196e+00 9.494536288441485894e+00 2.670140462822388816e+00 7.324183015551830600e-01 4.960295518342362264e+00 6.544958867914399292e+00 2.092047458305132390e-01 3.773936570389878398e+00 2.533643400192723938e+00 1.484638979636082290e+01 6.666216768620443212e+00 4.595091918435438849e+00 2.000000000000000111e-01 7.855846852647873746e+00 8.995885292847466408e-01 7.678966592793474710e+00 1.425380791638465594e-01 1.608015106111064518e-01 6.097509579961315485e-01 2.535794306190751968e+00 2.384900179459750469e-01 1.579498457957654978e+00 2.318999930545939669e+00 1.196545887078170667e+00 2.425541344076421080e+00 3.180047778698802841e+00 7.587141249717989366e-02 2.769782907890302237e+00 1.203158569416243329e-01 1.096378747500739159e+00 6.128551099394474733e-01 3.295206027721375719e-01 7.587141249717989366e-02 0.000000000000000000e+00 2.222222222222222307e-02 2.381161898836504864e+00 4.145967610998307351e-01 5.211866702068275181e-01 6.718964226586838784e-01 4.955060414868970753e+00 2.222222222222222307e-02 2.720586819359841479e-01 1.237869873340804450e+00 5.163011752431351908e+00 1.370936379307038377e+00 8.032087850195589462e-01 2.222222222222222307e-02 1.555555555555555580e-01 1.940455735015305938e-01 1.537506820316974609e+00
2.261038972802627356e+01 8.327328719218620723e-01 1.626290760543262692e+01 6.150149751232979689e+00 1.260539164827119807e+00 2.000434537215572561e+01 0.000000000000000000e+00 2.745320738293716545e+01 6.318814599133983023e+00 4.704176452107513740e+01 1.431863275327447838e+00 7.472879459433254823e+00 1.458113872820239854e+00 3.965266178083997062e+01 4.243011139484867300e+00 1.441045046967596832e+00 8.490468078074551173e+00 1.067571496471651837e+00 2.923777945298254188e+00 4.529506423256928649e+00 1.220630918543329990e+01 1.760508872507970946e+00 1.695234686548019098e+01 1.533661713863806852e+01 2.276142374915396949e-01 9.593508639467049903e+00 8.367685835332542510e+00 7.309857268678641162e+01 1.604225858770567115e+01 4.504672783087542598e+01 2.222222222222222099e-01 1.780350847671510195e+00 4.572917259082013963e+00 1.116853350020688751e+01 5.864955560564446557e-01 1.066712137674121985e+00 2.308704289743726878e+00 3.167122324509575204e+00 1.295206027721375608e-01 1.788067275051018701e+00 4.149162771515659820e+00 1.842207025760476791e+00 3.997534367347010953e+00 4.359373887740658482e+00 1.555555555555555580e-01 2.796954784894214008e+00 2.000000000000000111e-01 1.905243518956728499e+00 6.779969093709199424e-01 1.881943191336417076e+00 9.531118197344189413e-01 6.666666666666666574e-02 2.661042554375147584e-01 2.817034921373550826e+00 1.765685989292278935e+00 1.774595288932290238e+00 3.041129837167408034e+00 7.951537115249175613e+00 6.666666666666666574e-02 1.362706932286542827e+00 4.488752264444922702e+00 8.047660571700564702e+00 2.792178186774451731e+00 2.278921120031638381e+00 0.000000000000000000e+00 1.072983805499153342e-01 8.121141578244771564e-01 2.581170862322673454e+00
8.710541271697678667e+00 6.811928112300362770e-01 9.828164305557875124e+00 4.189771217004670589e+00 1.965401534168876863e+00 3.732160805659684399e+01 2.745320738293716545e+01 0.000000000000000000e+00 4.385048461508215922e+00 2.844763256787054573e+01 1.809381557347317537e+00 1.263122889042509378e+01 2.510148071669302094e+00 4.225841133754263979e+01 4.190918376274637147e+00 6.476785647129547074e-01 9.782630987034485415e+00 1.465289761184570327e+00 4.231970663374094777e+00 6.384036811496959452e+00 6.246321395230479467e+00 1.076163615469697410e+00 1.191146313494332887e+01 6.500570752797826479e+00 1.647603013860687859e-01 8.061739988804090373e+00 4.989096682703321406e+00 1.148599556529316601e+01 9.928215422095680864e+00 1.504206201393684417e+01 1.425380791638465594e-01 8.777244481847803925e+00 1.369173444055418631e+00 8.070865280756610360e+00 4.903221133832440515e-01 5.389468524937229832e-01 1.258792130666979592e+00 1.837648815142229886e+00 4.444444444444444614e-02 1.182182084337085826e+00 3.281223828498760042e+00 1.473927913629676345e+00 3.099466935515974075e+00 2.554201183459659852e+00 2.053920152693174128e-01 1.715588608051912711e+00 8.888888888888889228e-02 1.493823105553341080e+00 5.918121276484565874e-01 8.005300131020846033e-01 5.257078722109418401e-01 5.364919027495766712e-02 1.203158569416243329e-01 1.614721337034163540e+00 7.914031364060942764e-01 8.985480969692200004e-01 1.212309087493774751e+00 6.396306660395432608e+00 6.666666666666666574e-02 7.298290048081889081e-01 2.604743825638719201e+00 5.856694304296214071e+00 2.246821019205396119e+00 1.711525843389635204e+00 2.222222222222222307e-02 1.425380791638465594e-01 5.251454609817899355e-01 2.152098010941744910e+00
1.784361873141778743e+00 8.497702385103430345e+00 1.306171267242147938e+00 8.448183726041690988e+00 3.668926667599323732e+00 5.447028317287696986e+00 6.318814599133983023e+00 4.385048461508215922e+00 0.000000000000000000e+00 7.814297308059185099e+00 2.067417455178800267e+00 1.331295011444923837e+01 4.657433837561630874e+00 3.948749046937909846e+00 1.228309011526666161e+01 1.812301060781272177e+00 2.473154999174714597e+00 6.949804291356531660e-01 1.413805286753604618e+00 6.131279552989690629e+00 1.931679755469143833e+00 2.032102398302547641e+01 2.245873779705422013e+00 4.395401119268719725e+01 6.839862667654855954e+00 3.805609573231759413e+00 1.365991236243163875e+01 1.383418664823686406e+01 5.776542708282453198e+00 5.132818440926617320e+00 1.590675056665324050e+00 8.111451808101804994e-01 2.325275360503270328e+00 4.911481247443145293e+00 9.538683218680996667e-01 1.585449661726502812e+00 1.390577686973385019e+00 3.378314250661577312e+00 4.980774356558684834e-01 1.848273525688070240e+00 3.514470582295762036e+00 1.436206198489905272e+00 8.179668575518714846e+00 3.788826279106938255e+00 7.165448778456519063e-01 3.467146085744709616e+00 2.396330537680853023e+00 1.826238823213866880e+00 1.358823585188886129e+00 2.135116499630807851e+00 7.347503587641548428e-01 4.661042554375148250e-01 5.647441023225351353e-01 2.713454910681704302e+00 2.018792615087306341e+00 3.461912408008660513e+00 1.637390051212058273e+00 8.885627440533712118e+00 1.608762784596578621e+00 2.527857232468682103e+00 4.245250536893848903e+00 7.205670408533229931e+00 2.844454461576683801e+00 2.725892706915523878e+00 1.089080420110111191e+00 6.666666666666666574e-02 7.306129199284129294e-01 2.087557809915721041e+00
3.496972956261555687e+00 3.680106207181125799e-01 4.970942045317871205e+00 3.307318036326516619e+01 2.272842466020163599e+00 4.958297851945278012e+01 4.704176452107513740e+01 2.844763256787054573e+01 7.814297308059185099e+00 0.000000000000000000e+00 1.897948276205913221e+00 4.227346290055204037e+01 2.041451349924332082e+00 2.223568592812311451e+01 5.772171664112129896e+00 3.203158569416243440e-01 2.784122136074437481e+00 8.871511990534531877e-01 1.228297456230491136e+00 3.955916490651777906e+01 3.070978969742335085e+00 6.482409759421065010e-01 4.482756034463520223e+00 1.082407611122843605e+01 1.961872694388042127e-01 3.571318864617078148e+00 2.505279501092406935e+00 4.619766667640700319e+01 1.295115307177966812e+01 4.630148562110734112e+00 2.254725415542660483e-01 2.654646073343573054e+00 1.701102825327652335e+00 1.155670422138592102e+01 3.620561942196431349e-01 2.607122401681972734e-01 5.533221097024815238e-01 7.085032022614870861e+00 4.460991728298717152e-01 3.641381003897584012e+00 5.152453737746652607e+00 2.480682197667462230e+00 5.198940350822326195e+00 9.542612297563460189e+00 3.496011290570861241e-01 6.110547601468406143e+00 1.940455735015305938e-01 2.241395958853667381e+00 1.588575488788324774e+00 5.137990192140030610e-01 2.368189833220528950e-01 2.222222222222222307e-02 0.000000000000000000e+00 6.677019301482140179e+00 6.626916768281706505e-01 9.379737346553010946e-01 6.699007869351769617e-01 1.044326991463094956e+01 1.555555555555555580e-01 1.869825236082910125e-01 1.605307208383615070e+00 1.229019926023289955e+01 2.776957513004349121e+00 1.160138403000682272e+00 2.222222222222222307e-02 1.477840342193974255e-01 6.555279551836357133e-01 2.567296147865533396e+00
