1.000000000000000000e+00,3.709485108367751444e-02,5.290464134869096169e-01,2.196120181194982091e-01,2.104719625060815225e-01,5.205284916024276454e-01,6.927271157814574032e-01,4.854505258145160318e-01,4.245266308822725487e-01,2.754048179910043581e-01,5.997296011470600874e-01,4.299381346263609349e-01,3.780788843328911075e-01,8.702419504497989067e-01,2.896613600482841888e-01,4.549896357619024334e-01,3.540717704396102450e-01,7.248155497946240367e-01,8.336799124123304150e-01,1.375536880512341076e-01,6.084805504567387668e-01,2.150077350226559936e-01,5.316367026976458465e-01,5.408102468030409060e-01,3.173223370849224678e-01,4.311732299171225358e-01,7.551708282934718186e-01,4.855896195975975549e-01,8.033892108553265521e-01,5.243747025221088265e-01,6.626175927835137314e-01,2.612903133108517850e-01,5.648346317419637996e-01,4.140182734315125956e-01,7.857874929098147554e-01,6.921319018648021404e-02,2.750227407167710747e-01,3.602490359332697900e-01,1.071296315953446932e-01,5.279847429461053121e-01,3.374174008896913546e-01,5.387692729263152680e-01,3.580701644487078728e-01,3.371681470426461380e-01,5.031660759330844335e-02,4.366107183064095731e-01,3.394324470552107509e-01,7.107106629640131956e-01,3.294725695237913921e-01,4.736655629012759827e-01,-2.727951707659597574e-02,6.082427820167517485e-01,2.082534727078225179e-01,1.353709300581551200e-01,6.034090612235284423e-01,2.521394213441292553e-01,5.039338332123488584e-01,4.344261128459651067e-01,-5.511349297858267327e-02,4.706025337069573433e-02,4.097425696784754989e-01,4.882983436876396910e-01,7.510747551855918580e-01,2.923084362542145986e-01,5.278483570934797697e-01,1.828155894482318133e-01,5.140803335479646741e-01,4.210896322667627145e-01
3.709485108367751444e-02,1.000000000000000000e+00,2.150499839908655286e-01,4.113583101063038594e-01,1.838098654705273838e-01,3.393132407770988457e-01,1.564253562764199301e-01,1.917705693175839887e-01,1.412720998732361621e-01,2.763505372576094410e-01,1.448974455869597722e-01,4.477595340389164957e-01,-4.759072673156122119e-02,3.259975906896376424e-02,2.393584680293792677e-01,1.721663859777397554e-01,3.767343741105858568e-01,-2.825248039042674644e-02,1.246395986221051633e-01,4.298201669383815982e-01,1.498305289528252260e-01,4.131637596769878185e-01,1.091274562479229160e-01,3.244881042822655437e-01,5.151362759560827731e-02,3.004355499347070024e-01,2.241395445566411460e-01,3.185164409784949080e-01,2.358435722967518189e-01,3.599817088155184419e-01,-6.856734849959983391e-02,2.607339545086229810e-02,3.905864618504787389e-01,5.005536518338613572e-01,1.803230740320318493e-01,5.654842117924807621e-01,2.420595935613324423e-01,4.016584540647959445e-01,7.893806175574773210e-02,3.029116830642349378e-01,2.197616997212749890e-01,2.007698042711665298e-01,1.688889717990286754e-01,2.621773740128063301e-01,2.204321132822196772e-01,4.419539118938141109e-01,-5.090166631645628992e-02,4.505955904971341297e-02,2.332065567978529597e-01,1.212882760091094220e-01,3.972483421136129289e-01,-4.834054169281552273e-03,4.239560907035689330e-01,4.285089714487044787e-01,1.626147844161502376e-01,4.343408055027743742e-01,1.152593822327779155e-01,3.683102177861257709e-01,1.504681437857421644e-01,3.126047314916599595e-01,2.757555124595534313e-01,2.907422950853529864e-01,2.641786748633509485e-01,4.165146512165440740e-01,-5.376471745793545004e-02,-1.353580502817951746e-02,3.984614319270639582e-01,4.753406824226216187e-01
5.290464134869096169e-01,2.150499839908655286e-01,1.000000000000000000e+00,3.507709860317077544e-01,1.552394529664969935e-01,4.575106830041238970e-01,8.316185591795278720e-01,5.961320807538342814e-01,1.734082767712936957e-01,3.301000945779543616e-01,5.230619705992524127e-01,4.309162209231257590e-01,-7.597953827602607624e-02,5.675781886980900692e-01,2.725642660618488033e-01,3.011820853127645803e-01,5.809358125717426491e-01,6.223323914322251849e-01,5.806987996232615412e-01,3.053412106941821302e-01,4.024060141739302932e-01,3.899312182534332982e-01,3.594514074581277585e-01,5.576026966104042915e-01,-3.287121583788604057e-02,8.097540062357398982e-01,5.568167237469182629e-01,5.441324135181546673e-01,4.923927042710025681e-01,7.267038672369582342e-01,1.675597807269725570e-01,6.981525261193249898e-02,4.717935022389920241e-01,4.580982672496216601e-01,4.679888057183861361e-01,2.231496443620070991e-01,6.868298174587151861e-01,4.137329472625025373e-01,3.584820248980014751e-02,4.185547515415812825e-01,6.431623098792402793e-01,4.447746641032421233e-01,1.940140917050656999e-01,3.851673380664668023e-01,2.409693625623014757e-01,4.457617537149243248e-01,-1.390351649403792980e-02,4.096760204949054796e-01,2.276758093153727625e-01,3.042031265825984043e-01,3.268858450594907539e-01,5.073345548669523364e-01,3.743041717821593006e-01,2.805008873082738829e-01,4.151869476566766859e-01,3.501951884973775186e-01,3.353749890637198194e-01,4.874933739954604439e-01,-1.932671914014397196e-01,4.840898503296506283e-01,3.731697595490557906e-01,4.947549353271136763e-01,4.744009084001025722e-01,4.826982230633867776e-01,1.349665858967093734e-01,-7.068831194563376941e-02,4.311553024647047927e-01,4.243370353929329930e-01
2.196120181194982091e-01,4.113583101063038594e-01,3.507709860317077544e-01,1.000000000000000000e+00,1.813692285380016644e-01,5.424986573504830822e-01,4.277907266187022106e-01,2.521338668838868924e-01,2.875092000277372217e-01,6.970646395878198343e-01,2.553340288445242745e-01,8.358550126224353338e-01,-2.561713753703084503e-02,1.813525178296790386e-01,3.349182173749509772e-01,1.906125597565131724e-01,2.972898101471599386e-01,1.341443638296566931e-01,2.347802515231801612e-01,9.075861407604696174e-01,2.859241411900394492e-01,4.410156212962091371e-01,1.742924691233486700e-01,5.589319941533101854e-01,8.460593080521303100e-02,4.299059078266002087e-01,2.468272569590667098e-01,5.642153642365680399e-01,3.528807626740734227e-01,3.833186521248432843e-01,2.315368548503717733e-02,6.702226305388245264e-02,5.864964817492359650e-01,5.393431258418617258e-01,3.456711596401652042e-01,4.809988489572348258e-01,3.498633720726210261e-01,9.392216264300521367e-01,2.387655063114572582e-02,5.130930024358766328e-01,4.297157988568781062e-01,3.228364690074926324e-01,3.369495849308619118e-01,7.267313309218449424e-01,2.557882000830772329e-01,8.420443688007340777e-01,3.551480439779309412e-02,2.059192450608240965e-01,2.680138284301052387e-01,1.657109907329500365e-01,2.820830795118483003e-01,1.378260015059161459e-01,3.868786546594107922e-01,8.844575520289044146e-01,3.229548480690389023e-01,4.424906281390329488e-01,2.067254124619957723e-01,5.849915811963390944e-01,9.346314744339406788e-02,3.720529185564291352e-01,2.091513443482503898e-01,5.748859218421159545e-01,3.783260080650737156e-01,4.063148754337165269e-01,-5.551825271522202974e-03,-7.561491409506911066e-02,5.739730920765169220e-01,5.504091221970413006e-01
2.104719625060815225e-01,1.838098654705273838e-01,1.552394529664969935e-01,1.813692285380016644e-01,1.000000000000000000e+00,3.372916189559228561e-01,1.794585502649231612e-01,1.981804374418179859e-01,1.722196700077457121e-01,1.663515078758298071e-01,2.162953058456003885e-01,2.967961021581874137e-01,1.457765793510011620e-01,1.924199590344530530e-01,2.721118799166614699e-01,2.508473189652506985e-01,2.309087701686496907e-01,1.155566126561013568e-01,2.301102759405766751e-01,1.750992593358312865e-01,2.450361958124004924e-01,1.735795432091171153e-01,2.223603640155749073e-01,2.648607069227175703e-01,1.464038388930232193e-01,1.420358926148505008e-01,2.638883225207752647e-01,2.331144366383238464e-01,3.000510641117492550e-01,2.376631216253887180e-01,1.808992606202367293e-01,2.085959407335236659e-01,2.967656024458116271e-01,3.674803073435687351e-01,2.592593711005377055e-01,2.341547925095623373e-01,1.317663805427534973e-01,2.118435343320234643e-01,1.797387442434218718e-01,3.188498667371590933e-01,1.514851036954913965e-01,2.268797717505866285e-01,2.460356816039893368e-01,1.564193571659157345e-01,1.356912758008480546e-01,2.947044860688350920e-01,1.055117402645840974e-01,1.949567196609275355e-01,2.663717237641821112e-01,2.361783167637735714e-01,1.957966616453880593e-01,1.210959934284379230e-01,2.237456515817104474e-01,1.875980307298501237e-01,2.457155200281970209e-01,2.389883316017064885e-01,2.183993621843334787e-01,2.731267990642256560e-01,7.922096678595379193e-02,9.942724281683465448e-02,2.303162691120199945e-01,2.057517586463393777e-01,3.182340310085969848e-01,2.445148505183947218e-01,1.274597540029953902e-01,1.496081286974497992e-01,2.920242458079486125e-01,3.459402425506842294e-01
5.205284916024276454e-01,3.393132407770988457e-01,4.575106830041238970e-01,5.424986573504830822e-01,3.372916189559228561e-01,1.000000000000000000e+00,5.614892142100991190e-01,5.651710197399147928e-01,3.453862273749386813e-01,6.118422230354509939e-01,4.184830691656192259e-01,7.800845342091347057e-01,1.668443679554203474e-01,4.383357218426154334e-01,5.632781524771269810e-01,4.361092700227325314e-01,4.474744809953535296e-01,3.386496254129670591e-01,5.486781633084801824e-01,5.117437690134541972e-01,5.313721737682085555e-01,3.088468834763388737e-01,4.607596449000077032e-01,5.940351186868568778e-01,2.021773832801558590e-01,4.317694806022152054e-01,5.419075673948142713e-01,7.204391766959202803e-01,6.812737207434946818e-01,5.528735759606778766e-01,3.271521422206865037e-01,2.450820774624862530e-01,6.706555457057422620e-01,6.779177595569578774e-01,6.277522584548509421e-01,4.336058319953118301e-01,4.433852961534868742e-01,6.250022798044476691e-01,2.202241942262212482e-01,9.170759986159086052e-01,5.001675565063984363e-01,6.689741961760090616e-01,4.177907960649580588e-01,6.265567511847702775e-01,2.784966198225244383e-01,7.798040763427858124e-01,1.958306693576999102e-01,4.906380808344714683e-01,6.214445865626041510e-01,4.083068950978962497e-01,3.200227702791808015e-01,3.767633479953915177e-01,4.166324050661580070e-01,5.275118215318763681e-01,5.440741118215497441e-01,4.333765510682554556e-01,4.637120591345663123e-01,6.288860972563846685e-01,6.838412222820217101e-02,2.966841977637289518e-01,4.174716031548291739e-01,6.864226020836792230e-01,6.838702114972866619e-01,5.138473834761408954e-01,2.328174007274423640e-01,1.307396319174826682e-01,6.455866000158927420e-01,6.465195788531812315e-01
6.927271157814574032e-01,1.564253562764199301e-01,8.316185591795278720e-01,4.277907266187022106e-01,1.794585502649231612e-01,5.614892142100991190e-01,1.000000000000000000e+00,5.759463204235323319e-01,4.550323544436131740e-01,4.800104212106056645e-01,6.194462790497461402e-01,5.337109299765766535e-01,1.453730946383711420e-01,7.623447482134203534e-01,3.939635621301129098e-01,3.081261015787931656e-01,3.503935204422612415e-01,7.174692513009912620e-01,6.344612787302230661e-01,3.865575921597538822e-01,4.539319544171319110e-01,4.648734691887093096e-01,3.454905325962786544e-01,7.659066886104998195e-01,2.119315315168446567e-01,7.128236603568360863e-01,6.404156106171362550e-01,5.957266367761243631e-01,5.697586807034401568e-01,6.247513579607369971e-01,4.108799960729175305e-01,1.364345544927641762e-01,5.490682353837467167e-01,4.636012337916003423e-01,5.969359003506755634e-01,1.832957108363958421e-01,5.866387566063563375e-01,5.176125350790728996e-01,3.543809780300320733e-02,5.302351262595116355e-01,7.032690716291308819e-01,5.364929150775443745e-01,4.294007863231370514e-01,5.446953647843051360e-01,2.404192808860267649e-01,5.628159444661722244e-01,2.176905675119250871e-01,6.637206171544484112e-01,3.273994117631959244e-01,3.138302422751438892e-01,8.523827759416222061e-02,6.309410816263342214e-01,2.625556524022980565e-01,3.714483463733349589e-01,4.645521695310441124e-01,4.267691336282082859e-01,3.374571070159907427e-01,6.530223770386206494e-01,-2.885664074890803565e-02,3.746677570413722846e-01,3.887685443405383134e-01,5.808366285967481168e-01,5.504869183345334482e-01,3.815102776451536060e-01,3.560522225378249250e-01,-1.987643003164638392e-02,5.308716377290892963e-01,4.536281827663982136e-01
4.854505258145160318e-01,1.917705693175839887e-01,5.961320807538342814e-01,2.521338668838868924e-01,1.981804374418179859e-01,5.651710197399147928e-01,5.759463204235323319e-01,1.000000000000000000e+00,7.058663808157610020e-02,2.787637103288502227e-01,4.875925827498394649e-01,3.605725465847510192e-01,7.156894530073568128e-02,5.107008219499193924e-01,2.547972485833516765e-01,3.175061477218552586e-01,5.978969195721639540e-01,5.298363378895573073e-01,6.010935728005915024e-01,2.163975909440385426e-01,3.758152750945531473e-01,2.270508422291186990e-01,3.907564436433747512e-01,3.022758222486094382e-01,2.710180117446220685e-02,5.069899242632015524e-01,4.664641327341287336e-01,6.004270408715787211e-01,5.092700238330200024e-01,6.753418406562460286e-01,1.905157758743135088e-01,1.259246957999737293e-01,4.059298675478751894e-01,4.461372205002344660e-01,4.175216056484258864e-01,2.095725939477464106e-01,4.103644314720840125e-01,2.863912984165586373e-01,9.356348624743789089e-02,5.102141091179085430e-01,4.014830679174583028e-01,6.889900908560874226e-01,6.554153432976959903e-02,3.103962148027578638e-01,2.465631245794853987e-01,3.664097860127945028e-01,6.596847253452296778e-02,3.547341651910390081e-01,3.011110680279573959e-01,3.103455820458260739e-01,3.428980312628330807e-01,3.890789505436418882e-01,3.679513701696825456e-01,1.922515146069879444e-01,4.000756874047228240e-01,2.403928417049737976e-01,3.848704293814306232e-01,2.666340269745287594e-01,-1.198282480782024290e-01,2.434460518099690607e-01,2.496990713921227734e-01,5.467955468662303309e-01,4.766073282542351852e-01,5.116085647841973616e-01,8.383648979121932632e-02,6.930782758051593634e-03,4.035332821745085119e-01,4.103033396004377997e-01
4.245266308822725487e-01,1.412720998732361621e-01,1.734082767712936957e-01,2.875092000277372217e-01,1.722196700077457121e-01,3.453862273749386813e-01,4.550323544436131740e-01,7.058663808157610020e-02,1.000000000000000000e+00,3.742224167703709359e-01,4.017787056479171226e-01,4.261690732705545881e-01,5.437148493639482050e-01,4.555499847436754735e-01,4.789996167480423672e-01,1.883769756946362395e-01,-8.232022510893412248e-02,2.666933302513120330e-01,3.012567555925735330e-01,3.301846908453312524e-01,2.780831749082224857e-01,3.904149619933812709e-01,1.545955853174378059e-01,6.519854159941613769e-01,5.708396573026930376e-01,1.359304975997593645e-01,4.393500766792261536e-01,2.288495963870245953e-01,3.739399763055596959e-01,8.167902806488330780e-02,5.574659653528765135e-01,1.512475900000162798e-01,4.657587010640049652e-01,3.278392758185982858e-01,3.809901622307387825e-01,1.909206695501143858e-01,6.603932738077408771e-02,3.853430783973895157e-01,9.232865227747139025e-02,3.413639749634769238e-01,2.266107363364303628e-01,2.364330161653151741e-01,7.167669872883388749e-01,3.744424693023757911e-01,1.363747147561657214e-01,4.538565044864166786e-01,5.198407081317760747e-01,5.022810662444985308e-01,3.715800145164183110e-01,1.816462041771902958e-01,-1.715526877722166055e-01,2.903975641883192460e-01,-1.619311412090519275e-03,3.668530455368795296e-01,2.721363865164435070e-01,3.757839420492022353e-01,1.516432626480312684e-01,5.408939955829706880e-01,3.630554127347848659e-01,-1.088604911363490494e-03,2.600115030120735971e-01,2.619615531235803263e-01,3.859655585269017308e-01,4.435189185474287810e-02,4.680575337731574526e-01,1.270344608048243618e-01,4.847082217843558527e-01,3.585416858078890323e-01
2.754048179910043581e-01,2.763505372576094410e-01,3.301000945779543616e-01,6.970646395878198343e-01,1.663515078758298071e-01,6.118422230354509939e-01,4.800104212106056645e-01,2.787637103288502227e-01,3.742224167703709359e-01,1.000000000000000000e+00,3.019164071065722488e-01,7.462534216411940147e-01,7.509442963399963478e-02,2.511626009638123769e-01,4.007434006706241392e-01,7.144601074227002746e-02,1.838565304304088932e-01,1.424835573926539201e-01,2.640499660982451036e-01,8.062456484630410314e-01,1.857757283391691938e-01,3.218813741786581972e-01,5.588140351091069186e-02,5.801910304590210954e-01,1.925551236077202577e-01,3.639821346441624583e-01,2.427693223468462003e-01,5.117178588749825563e-01,3.657934911146241697e-01,2.877644860874408184e-01,1.480639461158851922e-01,9.593667171347342038e-02,5.400627771939954247e-01,4.594949613171171454e-01,3.948860571885010606e-01,3.635934501417587561e-01,4.008067586467674026e-01,6.743768365880374871e-01,5.219845915001592590e-02,5.642448897000177377e-01,5.019137494768219909e-01,3.932749500546255939e-01,4.112614710104931515e-01,9.612492838088190217e-01,2.832041756508652530e-01,7.730114309045417187e-01,1.655080821382352574e-01,3.800849807500741862e-01,3.537269624561474313e-01,3.083753969142123338e-02,1.320738448594155900e-01,2.837682324767344944e-01,2.976753333841533622e-01,8.122339595158587500e-01,1.969079263807123892e-01,3.551501545969283358e-01,5.738818618934053706e-02,6.052713512276030050e-01,1.432797237419252134e-01,3.513576176120741801e-01,1.888251861984110158e-01,5.175475728720728696e-01,3.753106300410499752e-01,2.746161086717811006e-01,1.642031976364033141e-01,-1.128540142874707650e-02,5.573993579068018400e-01,4.860600955935025502e-01
