25683 1 29 34 2 434 7930 2686 56 772 2 38 3 12218 11 7 756 13 186 103 198 2 633 80 2 205 65 737 10181 3892 0 19 120 268 0 57 0 199 37 44 2 0 17 0 13 4 9 0 0 1 0 3 4 0 1 2 0 10 1 0 1 0 1 0 1 0 0 0 2 0 1 0 31 0 2 6 24 0 0 0 0 1 1 0
0 3520 63 0 0 1 5 3 613 1 145 2 171 2 20 81 197 45 196 0 6 2247 22 490 4768 660 8516 28 3 4 31 0 2 151 9 354 243 437 50 43 2 345 182 115 138 24 1 0 1 1 522 116 4 0 1 8 3 6 0 3 0 17 2 0 16 171 3 21 1 1 198 58 21 110 191 1081 6 0 7 3 0 0 28 8
0 0 13128 0 0 33 392 109 39 10 43 2 3 74 1 71 8514 25 553 1 496 86 9068 276 4 7728 9734 411 165 133 2 0 3 721 107 2371 367 2972 954 133 9 0 149 40 113 28 7 0 0 0 55 222 0 0 0 2 4 7 0 0 0 0 2 0 40 134 1 6 0 4 137 237 36 2 59 621 21 3 7 0 0 2 10 67
0 0 0 32622 2 327 823 115 516 11493 0 7396 7 87 145 0 1 0 0 17521 1 3 3 23769 0 0 1 26268 70 7 0 6 3 95 3 155 1 118 6 240 15 0 5 0 4 2 45 0 0 0 0 0 3774 2 16 6 6 54 32 0 52 0 0 4 0 0 0 0 411 2 0 0 285 0 0 0 508 0 0 0 0 0 0 0
0 0 0 0 3093 1165 14 87 5 19 0 42 45 16 873 1 1 0 3 23 2 0 6 3 0 2 0 3 9 2 0 2152 1 1164 5 122 0 32 14 3179 523 1 1 0 0 4 2 2 0 0 0 0 2 0 0 1 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 3 0 0 0 0 0 0 1
0 0 0 0 0 50357 5210 14839 237 22946 11 19210 119 919 3162 2 424 7 123 4151 91 1 306 389 0 158 61 3064 549 427 0 409 46 555 23 608 10 392 51 2773 74 7 47 0 32 18 64 6 0 0 0 1 142 1 17 25 9 83 40 0 52 0 1 6 4 1 0 0 110 2 1 0 425 0 3 4 282 5 2 0 0 1 8 0
0 0 0 0 0 0 126886 7035 598 37254 7 966 19 7268 178 36 528 5 88 1034 887 49 789 3734 3 218 238 45142 1808 11710 0 34 305 589 98 2281 31 2065 246 931 128 1 149 1 86 14 127 1 0 3 2 8 199 1 41 24 20 153 36 0 76 0 8 4 17 5 0 0 152 9 5 18 519 0 0 22 351 12 2 0 0 2 12 13
0 0 0 0 0 0 0 45235 226 8966 15 698 90 15162 267 10 1305 19 376 624 311 6 930 498 2 449 157 1956 1363 1552 0 1489 133 868 21 546 10 575 75 691 76 5 71 1 39 24 52 6 0 3 1 4 124 0 29 21 9 84 30 0 62 0 3 2 1 3 0 1 85 5 8 3 381 1 3 19 266 8 2 0 0 2 7 3
0 0 0 0 0 0 0 0 18295 237 10 5873 22 168 1164 43 50 6 29 328 14 4489 26 24456 360 116 2060 1667 256 124 5 9 60 133 29 1016 64 397 39 2122 29 27 157 6 54 17 181 4 0 18 20 9 170 0 21 42 8 848 36 0 89 1 11 32 39 5 0 2 113 19 16 22 939 7 24 85 461 37 35 0 0 8 19 1
0 0 0 0 0 0 0 0 0 162235 3 6793 47 5562 208 0 81 0 14 34376 30 3 51 703 0 12 16 22147 881 83 0 66 30 714 46 1940 8 1316 16 959 129 5 49 1 39 6 85 4 0 1 0 0 416 1 35 33 12 87 81 0 87 0 1 8 1 0 0 0 280 0 3 3 783 0 0 4 529 5 1 0 0 2 7 6
0 0 0 0 0 0 0 0 0 0 30093 0 1502 13 0 4 962 6251 5316 0 34 38 90 17 862 6784 1841 11 45 16 687 0 8 6860 6 343 881 3603 75 2 1 666 12 86 64 2 0 0 36 0 43 5 0 0 0 1 0 6 0 117 0 439 1 0 1 7 34 21 0 0 10 2 2 671 391 775 0 1 0 102 0 0 5 4
0 0 0 0 0 0 0 0 0 0 0 86384 73 366 1468 0 17 1 7 26653 4 5 16 5473 1 5 13 1305 357 26 0 79 6 657 9 418 2 304 20 2518 53 3 26 0 16 8 122 2 0 1 0 0 122 1 28 4 3 151 40 0 1911 0 6 20 1 0 0 0 302 1 0 0 202 0 1 0 126 4 1 0 0 0 6 0
0 0 0 0 0 0 0 0 0 0 0 0 9244 27 6 2 9 79 36 43 1 45 5 22 5603 445 5262 40 35 2 1729 202 0 1526 12 999 290 1050 418 208 1454 689 34 145 143 270 35 78 242 0 60 1 2 1 12 1 6 8 1 282 3 1211 3 0 1 5 86 30 4 0 16 1 18 2166 466 949 15 0 1 170 12 0 30 3
0 0 0 0 0 0 0 0 0 0 0 0 0 26494 22 11 1351 30 400 477 223 9 941 296 0 408 127 1486 13524 2157 0 203 432 1011 8 264 8 434 58 188 20 0 83 0 40 9 35 4 1 1 1 2 39 0 13 8 3 74 9 0 28 0 3 1 6 3 0 0 29 3 0 5 199 0 3 9 122 8 4 0 0 2 12 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3922 32 14 1 7 202 47 94 104 903 13 12 128 291 24 16 0 66 5 24 49 190 33 30 46 7730 54 0 15 4 10 10 146 4 0 0 2 1 57 0 8 3 0 177 15 0 59 0 1 23 4 1 0 0 40 2 4 4 102 0 3 10 59 2 1 0 0 0 2 32
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20925 140 3 45 0 4227 6413 8234 2790 8 59 4916 1418 133 196 1 0 91 221 155 4413 806 1309 832 378 8 0 509 188 181 86 10 0 0 17 7 39 1 1 1 15 2 189 0 0 1 0 10 0 2185 26 0 2 0 222 1642 637 480 1 22 207 209 44 67 0 0 23 15 39
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37189 259 11407 15 1945 233 15597 350 24 12486 8485 526 2126 2312 3 14 215 8294 21 937 260 1455 397 77 4 0 186 58 145 33 0 1 0 1 132 246 1 0 4 8 3 12 1 1 0 1 1 0 63 140 1 15 0 5 165 148 35 5 156 1109 9 1 8 0 0 0 27 12
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4876 4120 0 19 10 47 8 323 5137 1542 5 42 25 87 0 4 458 10 414 1000 1571 52 1 0 1 13 48 35 5 0 0 2 0 36 3 0 0 0 0 0 0 0 22 0 45 0 0 0 3 18 13 0 0 0 4 0 110 279 606 0 0 0 24 0 0 1 9
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17036 5 256 81 482 118 165 16274 4745 85 579 420 24 6 72 2099 15 646 550 873 114 15 2 0 74 48 78 15 0 0 1 0 93 68 0 0 0 0 1 1 0 2 0 9 2 0 4 68 1 30 0 2 25 31 7 44 277 760 2 0 2 5 0 0 19 10
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33954 6 1 13 3002 0 5 3 16949 410 29 0 38 2 502 24 853 2 536 14 644 89 4 11 0 7 1 21 1 0 0 0 0 118 0 6 11 3 47 22 0 34 0 0 7 0 0 0 0 77 0 0 0 223 0 0 0 140 0 0 0 0 0 1 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38342 130 32307 165 3 395 410 9156 3902 11539 1 2 4092 4274 200 4252 181 4071 1007 379 23 0 160 11 35 14 8 1 0 5 4 17 0 0 0 6 1 40 0 0 3 0 4 0 209 3 0 2 0 56 72 80 114 0 9 52 76 21 20 0 0 4 5 32
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8867 1092 8623 645 178 6818 345 27 20 8 0 5 96 24 678 239 537 168 162 4 52 366 144 242 97 12 0 0 2 93 181 3 0 1 7 0 90 1 0 0 5 1 0 911 56 1 10 0 31 2135 506 157 13 48 1016 42 5 6 0 0 1 14 15
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77321 659 2 1256 10281 2204 4288 3181 1 9 326 5616 525 12137 2290 10394 5145 1404 43 0 467 115 267 121 8 0 0 0 15 328 0 0 1 11 3 32 3 0 1 1 4 0 1547 57 1 4 1 92 1297 983 216 3 29 1157 85 13 28 0 0 5 13 145
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 73954 142 236 4456 27815 489 285 4 7 153 335 81 2568 183 1241 208 1532 81 4 777 36 269 65 350 11 0 45 39 62 826 1 76 81 36 853 136 1 238 1 37 49 476 33 1 4 558 114 330 190 1958 4 43 382 1426 98 54 0 1 18 58 24
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15516 1858 12974 3 2 1 324 0 0 229 11 244 822 540 36 16 0 1697 79 171 143 8 1 0 31 1 434 5 0 0 1 3 2 4 0 82 1 306 2 0 0 28 30 57 0 2 9 5 4 950 664 1832 0 0 4 88 0 0 16 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 167506 36893 148 366 393 744 2 26 2593 113 3578 4123 6395 589 55 24 56 568 586 642 91 0 0 13 8 698 275 1 1 3 35 13 22 2 264 0 487 12 0 20 566 155 481 0 10 77 105 35 1202 4188 8166 12 1 41 201 0 3 136 105
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 129431 1391 393 189 2626 1 23 3635 424 11601 5390 12642 2970 567 36 91 1765 974 1497 345 20 0 19 13 1948 1433 10 1 8 84 28 69 6 217 2 633 34 4 897 1301 108 484 7 72 2152 1684 297 1336 4063 13184 103 6 67 204 1 2 249 345
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 151996 1817 6359 0 41 505 1539 218 5612 131 3489 446 1575 175 0 486 15 192 44 276 6 1 24 7 22 935 0 90 94 48 464 175 0 226 0 27 28 144 13 0 1 690 55 63 73 2018 0 7 88 1417 59 47 0 0 15 36 26
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46699 15228 0 514 9421 10904 14 296 24 1013 115 223 81 3 137 4 41 19 30 1 1 4 3 11 11 0 5 6 2 100 6 0 13 0 4 0 24 3 0 0 8 19 16 18 184 0 1 30 118 13 7 0 0 3 11 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40559 0 10 4629 2945 9 357 15 1035 215 118 3 0 81 0 22 9 5 1 0 1 5 11 1 0 0 2 0 74 0 0 1 0 6 0 51 0 0 1 0 26 19 28 52 0 4 19 53 5 3 0 0 1 2 3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1157 0 0 66 3 39 126 317 10 0 0 48 11 26 20 4 0 0 9 0 30 1 0 0 0 1 0 5 0 113 0 350 0 0 0 2 36 20 0 0 3 1 1 478 198 432 0 0 0 71 0 0 2 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3616 1 5100 5 420 6 163 44 832 1860 6 4 0 4 19 3 7 0 0 0 0 0 0 0 0 1 4 1 0 0 0 0 0 0 0 0 0 3 0 0 0 7 0 0 0 5 0 0 0 0 0 5 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6125 4769 1 47 1 279 24 19 2 0 45 0 13 2 3 0 0 0 0 3 1 0 0 0 1 24 0 0 1 0 0 0 12 0 0 0 0 8 1 7 40 0 0 1 31 5 1 0 0 0 5 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43532 24 1012 332 5109 139 482 601 1106 134 55 87 41 40 6 49 4 62 63 19 0 5 12 9 68 10 15 19 81 7 1 37 39 6 15 20 7 66 57 160 182 150 506 118 12 1 7 0 5 12 11
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 682952 2844 328 215 1170 282 119 0 1108 274 99 660 57 3 0 0 15 47 2 0 1 12 1 17 9 0 5 3 0 0 76 34 3 5 12 40 35 195 54 1 56 306 62 6 4 2 1 2 0 49400
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12087 14988 3615 2397 10700 1052 30 1288 126 418 100 184 14 1 58 148 226 72 0 34 100 24 417 28 11 57 18 35 6 767 146 5 45 52 181 599 516 1397 63 271 1442 950 141 138 9 2 32 91 753
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5871 16352 4588 730 35 722 133 109 111 33 1 0 235 0 89 30 0 0 1 5 1 19 2 39 2 197 0 0 193 47 18 35 0 8 192 104 50 588 311 848 20 2 9 29 0 0 7 141
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12848 5417 479 165 1713 429 140 283 186 87 37 28 10 192 250 52 1 13 50 16 130 18 27 29 95 17 0 344 136 12 47 34 46 478 445 496 288 460 1869 364 27 21 33 2 12 53 130
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 885 4926 1143 4 172 35 54 65 8 11 7 4 20 79 2 1 1 9 0 14 1 0 3 3 1 0 233 22 0 6 1 16 237 168 57 7 38 383 47 2 3 1 1 1 10 915
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37070 3331 4 283 14 143 73 583 13 3 22 4 15 185 8 34 44 14 724 48 0 209 8 18 89 66 4 0 1 132 21 47 51 742 1 4 52 481 24 14 0 2 2 27 213
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3285 4 22 0 19 53 21 27 3 0 0 0 8 0 3 2 4 9 0 0 7 22 3 1 2 0 0 0 6 2 3 1 39 0 0 2 40 1 2 0 3 2 10 47
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1284 0 90 34 27 2 13 184 0 5 0 0 0 1 0 0 1 0 10 0 109 1 0 0 0 1 0 0 0 2 0 2 349 10 33 0 0 0 6 0 0 9 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17174 29581 3984 1833 5426 1020 76 50 830 2194 503 31 439 1711 318 1121 1347 83 1119 48 320 26 5227 1488 69 422 1201 2714 1164 10900 3400 47 2412 10867 5553 303 263 30 120 28 426 3457
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12860 13865 4356 87 3 705 4 652 613 0 0 4 53 10 41 1 723 1 495 10 1 1625 552 427 911 4 151 517 1830 156 316 3839 6110 96 4 50 214 0 1 136 500
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20597 5359 682 701 3634 313 811 2012 322 16 353 1974 321 350 1091 2761 966 1374 504 25 2579 2013 952 2099 671 4352 695 10511 1570 1137 5594 10030 4317 826 1642 282 86 739 4668 162
